student_id,term_id,first_name,last_name,credits_earned,date_of_birth,student_employee,gpa,major
360576,2221,Ardyth,Stewartson,79,2/11/99,1,3.76,Engineering Physics
305727,2221,Andras,Blampy,76,6/18/00,0,3.11,Post-Degree Additional Major
853838,2221,Aime,Goundsy,125,1/23/02,0,3.16,Jazz Piano Performance
950831,2221,Dicky,Gaffey,2,10/17/01,0,3.85,Integrated Design Engineering
477438,2221,Joey,Gibard,26,10/1/02,0,2.74,Music
477438,2221,Joey,Gibard,26,10/1/02,0,2.74,Elementary Education
990093,2221,Walton,Saulter,25,11/5/99,0,2.64,Elementary Education
355393,2221,Sinclare,Ivanchenkov,64,5/24/02,0,2.77,Biochemistry
230338,2221,Hilary,Templman,31,1/20/98,0,2.32,Accounting
999803,2221,Ravid,Hewlings,114,3/12/98,0,2.79,Composition
462158,2221,Broderic,Dumbrall,89,3/2/98,0,3.5,Provisional Admit
148888,2221,Jonah,Giabucci,5,2/17/98,0,3.66,Chem & Biol Engr Concur Deg
551018,2221,Agathe,Blinerman,18,11/27/02,1,4,Engineering Physics
791089,2221,Dorie,Risom,55,4/16/02,0,2.52,"Systems, Concurrent Degree"
837389,2221,Robbert,Berthelet,89,4/30/00,0,2.91,Sustainable Planning & Design
202152,2221,Zitella,Hardison,10,6/6/99,0,2.55,"Biological Sci-EPO,Concur Deg"
113079,2221,Holt,Redwall,90,7/2/02,0,3.59,Architect Engr & Bus
762580,2221,Tammara,Waiton,3,6/6/03,0,2.31,Chinese - Concurrent Degree
478461,2221,Fifine,Simeonov,37,1/13/02,0,3.37,Religious Studies
132968,2221,Teirtza,MacNair,58,10/12/02,0,4,Physics
139582,2221,Joey,Shafier,74,2/9/02,0,3.1,Undergrad Initial Statistics
477498,2221,Barbie,Boteman,8,3/6/03,0,4,Broadcast Production
624755,2221,Samuele,Pickston,128,1/10/98,1,3.02,Biological Sciences-EPO
650294,2221,Iorgos,Brunstan,79,8/7/02,1,3.96,Integrative Physiology
658582,2221,Lilli,Blampy,16,10/1/03,0,3.81,Pharmacy Initial Statistics
524456,2221,Lottie,Rosensaft,32,10/24/98,0,4,Brass/Percussion Performance
851458,2221,Zorah,Scarr,59,7/17/98,0,3.26,Ecology & Evolutionary Biology
464871,2221,Kristen,Cushe,0,4/1/03,0,2.52,Asian Studies
207621,2221,Issie,Keighly,84,11/10/00,0,3.68,"Computer Sci, Concurrent Degr"
265506,2221,Dyanne,Grestie,111,2/17/98,0,4,Environmental Studies
827840,2221,Rhodia,Flores,120,2/24/98,0,4,Media Studies
862092,2221,Baird,Dessent,127,4/5/01,0,2.94,Environmental Studies
698299,2221,Huntington,Braunds,33,12/27/99,0,4,"Biological Sci-EPO,Concur Deg"
233415,2221,Josey,Clout,86,3/18/00,0,4,Environmental Conservation
982705,2221,Constantin,Rickhuss,58,12/24/00,0,4,Strategic Communication
566875,2221,Kliment,Suckling,88,2/6/01,0,4,Latin American Studies
962236,2221,Zebulen,Yewman,90,8/18/03,0,2.47,Classical Antiquity
131285,2221,Carleton,Abendroth,140,4/28/02,1,4,Broadcast Production
475443,2221,Samaria,Boldt,77,12/5/03,1,3.28,Russian Studies
267203,2221,Gordon,Courvert,70,8/9/00,0,2.43,Engineering Open Option
821167,2221,Leila,Arlett,71,10/13/03,0,3.22,Chemical Engineering
698318,2221,Berna,Roseborough,15,1/6/04,1,3.81,Distributed Studies
525259,2221,Corney,Duesbury,69,6/25/98,1,2.34,"Linguistics, Concurrent Degree"
229371,2221,Alain,Shepton,79,4/14/99,1,2.77,Japanese
982770,2221,Alix,Schoffel,78,12/18/02,0,4,"Chemical Engr, Concurrent Degr"
705582,2221,Fianna,Durrett,10,7/18/03,0,2.6,Music Education
647001,2221,Jeane,Denerley,60,12/26/02,1,4,Cinema Studies
784245,2221,Kelley,Filewood,104,2/5/01,1,3.26,Management
121910,2221,Chrotoem,Arnaudot,34,11/27/98,1,2.26,"Psychology, Concurrent Degree"
467706,2221,Justus,Bultitude,64,9/5/01,0,4,Envir/Civ Engineering Conc Deg
759014,2221,Arlee,Salway,46,6/11/99,0,4,Composition
878322,2221,Ilyssa,Harbisher,78,6/1/99,0,4,Public Agency Administration
403629,2221,Hilarius,Gateshill,66,11/4/02,0,4,Neuroscience
494638,2221,Eldredge,Bravery,140,1/5/00,0,2.76,Eng Physics/Physics Concur Deg
815567,2221,Leeland,Thorns,84,9/13/00,0,4,Italian
203284,2221,Maje,Ivanikhin,134,1/19/00,0,4,Classics
588855,2221,Hamel,Jovasevic,98,8/26/01,1,2.5,"German Studies, Concur Degr"
787080,2221,Norrie,Gaughan,19,6/30/98,0,3.73,"Aerospace Engr Sci, Concur Deg"
752073,2221,Sydney,Bridgman,40,5/8/04,0,3.47,Applied Mathematics
992810,2221,Bess,Tunna,73,12/22/00,0,2.38,Ecol & Evolution Bio-Con Deg
932627,2221,Wells,Feldbaum,24,5/25/04,0,4,Cinema Stds/Moving Image Arts
927673,2221,Lilith,Oakeshott,86,3/14/03,0,4,A&S - Open Option
578051,2221,Brig,Jessard,25,1/17/99,0,3.12,Engineering Physics
153198,2221,Dee,Sarvar,88,8/7/03,1,4,Ecol & Evolution Bio-Con Deg
773996,2221,Sissy,Timcke,136,2/2/02,0,2.53,Open Option
886327,2221,Averell,Calterone,96,12/7/01,0,4,Environmental Prod of Design
293324,2221,Fitzgerald,MacSwayde,6,8/3/98,0,3.95,Engineering Open Option
480094,2221,Analiese,Lownds,65,4/21/04,0,2.91,Teacher Education Elementary
741841,2221,Ericha,Iuorio,93,4/24/00,0,2.49,Teacher Education Elementary
501646,2221,Farlee,Devorill,58,5/26/00,0,2.24,Piano Performance
755123,2221,Kermit,Sells,8,3/21/99,0,3.17,Music
113161,2221,Rex,Dormer,117,5/11/99,0,4,"Physics, Concurrent Degree"
860666,2221,Hervey,O'Hern,64,5/25/99,1,3.68,Chem & Biol Engr Concur Deg
514889,2221,Erskine,Paget,7,5/23/98,0,4,Japanese-Concurrent Degree
151438,2221,Rhianna,Walcot,42,6/27/01,0,2.75,Performance
426394,2221,Denni,Filppetti,47,6/11/98,1,3.55,Transport/Distribution Mgt
395768,2221,Renell,Mowen,86,4/19/02,0,2.62,Public Service Option-PSC
399355,2221,Emmott,Britch,1,11/2/99,1,4,Dance
881593,2221,Susann,Goodin,79,5/2/02,0,2.18,Engineering - Undetermined
575315,2221,Emmy,Aery,50,12/5/00,1,4,Organization Management
575315,2221,Emmy,Aery,50,12/5/00,1,4,Spanish
895327,2221,Amberly,Fruen,18,7/20/98,1,3.57,"Mechanical Engr, Concur Degree"
204240,2221,Eben,Delong,50,3/15/98,0,3.45,Individually Structured
978785,2221,Katti,Sherville,20,9/18/00,1,2.09,Physics
982333,2221,Alice,Uren,142,7/28/98,0,4,Latin American Studies
398682,2221,Boote,Clawley,0,4/10/98,0,4,Atmospheric & Oceanic Sciences
150535,2221,Lilias,Bullas,131,12/19/01,0,4,Latin American Studies
975345,2221,Cliff,Boggas,99,4/16/01,1,3.71,Geography
745403,2221,Dick,Willment,48,9/8/99,0,2.9,Journalism - General Studies
244770,2221,Shaun,Cleveland,5,4/3/99,0,3.86,Civil Engineering & Business
645664,2221,Lyell,Harsent,134,10/26/01,1,2.08,"Economics, Concurrent Degree"
941248,2221,Rozele,Gifford,110,3/13/01,0,3.16,Spanish
